Text,Label 
tere baap ka lund kaat ke usse keyring bana dunga,ABUSIVE 
teri behen ke boobs pe Om tattoo karwa dunga,ABUSIVE 
tere baap ke gaand mein Qutub Minar ghusa dunga,ABUSIVE 
teri maa ki chut mein Ganga jal daal ke paap dhulwa dunga,ABUSIVE 
tere baap ko kutta bana ke uski leash teri maa ko pakda dunga,ABUSIVE 
teri behen ko Kamathipura ka brand ambassador bana dunga,ABUSIVE 
tere baap ka lund kaat ke usse bookmark bana dunga,ABUSIVE 
teri maa ke saath suhaagraat mana ke triple talaq de dunga,ABUSIVE 
tere baap ke sar kaat ke usse cricket ball bana dunga,ABUSIVE 
teri behen ki gaand mein rocket daal ke SpaceX join karwa dunga,ABUSIVE 
tere pure parivaar ko randi khane ka manager bana dunga,ABUSIVE 
teri maa ke boobs kaat ke squash ball bana dunga,ABUSIVE 
tere baap ka lund kaat ke usse toothpick bana dunga,ABUSIVE 
teri behen ko nanga karke Jantar Mantar pe dharna dilwa dunga,ABUSIVE 
tere baap ke gaand mein Burj Khalifa ghusa dunga,ABUSIVE 
teri maa ki chut mein firecracker daal ke Happy New Year bolunga,ABUSIVE 
tere baap ko hijra bana ke Indian Idol mein bhej dunga,ABUSIVE 
teri behen ke saath local train ke general dabbe mein pelunga,ABUSIVE 
tere baap ka lund kaat ke usse flute bana ke Harry Potter theme bajwaunga,ABUSIVE 
teri maa ko randi bana ke uska menu card print karwa dunga,ABUSIVE 
tere baap ke balls kaat ke gulli danda khelunga,ABUSIVE 
teri behen ko GB Road ka opening dancer bana dunga,ABUSIVE 
tere baap ka lund kaat ke usse earbud bana dunga,ABUSIVE 
teri maa ki gaand mein rocket daal ke Jeff Bezos ko tag karunga,ABUSIVE 
tere baap ko eunuch bana ke Splitsvilla mein daal dunga,ABUSIVE 
teri behen ki chut mein JCB daal ke mining karunga,ABUSIVE 
tere baap ke sar pe lund rakh ke Rashtrapati Bhavan mein oath lunga,ABUSIVE 
teri maa ko nanga karke YouTube channel khol dunga,ABUSIVE 
tere baap ka lund kaat ke usse pen drive bana dunga,ABUSIVE 
teri behen ke boobs pe Amul butter laga ke chaatunga,ABUSIVE 
tere baap ke gaand mein bulldozer ghusa ke highway bana dunga,ABUSIVE 
teri maa ki chut mein Holi ka pichkari ghusa ke rang daal dunga,ABUSIVE 
tere baap ko kutta bana ke uski shaadi teri maa se karwa dunga phir,ABUSIVE 
teri behen ko sadak pe nanga karke Instagram live karunga,ABUSIVE 
tere baap ka lund kaat ke usse selfie stick bana dunga phir,ABUSIVE 
teri maa ke saath Manali mein honeymoon kar ke usko chod ke aaunga,ABUSIVE 
tere baap ke balls kaat ke bouncy castle bana dunga,ABUSIVE 
teri behen ki gaand mein rocket daal ke Chand pe bhej dunga,ABUSIVE 
tere pure khandan ko brothel ka chain kholne ka contract de dunga,ABUSIVE 
teri maa ke muh mein lund daal ke Happy Holi bolunga,ABUSIVE 
tere baap ko napunsak bana ke Viagra ka brand ambassador bana dunga,ABUSIVE 
teri behen ke saath Oyo mein 24 ghante non-stop pelunga,ABUSIVE 
tere baap ka lund kaat ke usse USB-C cable bana dunga,ABUSIVE 
teri maa ki chut mein Diwali ka fountain anar jala dunga,ABUSIVE 
tere baap ke gaand mein Statue of Unity ghusa ke tourism badha dunga,ABUSIVE 
teri behen ko nanga karke Rajghat pe Gandhi ji ke saamne nachwa dunga,ABUSIVE 
tere baap ka lund kaat ke usse straw bana ke cold drink piyunga,ABUSIVE 
teri maa ko burkha utarwa ke Bigg Boss mein daal dunga,ABUSIVE 
tere baap ko hijra bana ke baraat mein nachne ko bol dunga,ABUSIVE 
teri behen ki chut mein bulldozer ghusa ke flyover bana dunga,ABUSIVE 
tere baap ke balls kaat ke stress ball bana dunga,ABUSIVE 
teri maa ko nanga karke TikTok banwa ke viral kar dunga,ABUSIVE 
tere baap ka lund kaat ke usse keychain bana dunga phir,ABUSIVE 
teri behen ke boobs pe 786 likh ke mosque mein chadhwa dunga,ABUSIVE 
tere baap ke gaand mein Taj Mahal ghusa dunga,ABUSIVE 
teri maa ki chut mein Ganga jal daal ke paap dho dunga,ABUSIVE 
tere baap ko kutta bana ke uski potty teri maa se saaf karwaunga,ABUSIVE 
teri behen ko Kamathipura ka CEO bana dunga,ABUSIVE 
tere baap ka lund kaat ke usse bookmark bana dunga phir,ABUSIVE 
teri maa ke saath suhaagraat mana ke usko maa bana dunga,ABUSIVE 
tere baap ke sar kaat ke usse volleyball bana dunga,ABUSIVE 
teri behen ki gaand mein rocket daal ke Blue Origin join karwa dunga,ABUSIVE 
tere pure parivaar ko randi khane ka franchise de dunga,ABUSIVE 
teri maa ke boobs kaat ke tennis ball bana dunga,ABUSIVE 
tere baap ka lund kaat ke usse toothpick bana dunga phir,ABUSIVE 
teri behen ko nanga karke India Gate pe selfie point bana dunga,ABUSIVE 
tere baap ke gaand mein Burj Khalifa ghusa dunga phir,ABUSIVE 
teri maa ki chut mein firecracker daal ke Happy Diwali bol dunga,ABUSIVE 
tere baap ko hijra bana ke Dance+ mein bhej dunga,ABUSIVE 
teri behen ke saath DTC bus ke last seat pe pel dunga,ABUSIVE 
tere baap ka lund kaat ke usse flute bana ke national anthem bajwa dunga,ABUSIVE 
teri maa ko randi bana ke uska rate 500/hr fix kar dunga,ABUSIVE 
tere baap ke balls kaat ke gulli cricket khelunga,ABUSIVE 
teri behen ko GB Road ka brand ambassador bana dunga phir,ABUSIVE 
tere baap ka lund kaat ke usse earbud bana dunga phir,ABUSIVE 
teri maa ki gaand mein rocket daal ke SpaceX ko bech dunga,ABUSIVE 
tere baap ko eunuch bana ke Roadies audition dilwa dunga,ABUSIVE 
teri behen ki chut mein JCB daal ke mining start kar dunga,ABUSIVE 
tere baap ke sar pe lund rakh ke PM banne ka sapna dekhunga,ABUSIVE 
teri maa ko nanga karke OnlyFans khol ke paise kamaunga,ABUSIVE 
tere baap ka lund kaat ke usse pen drive bana dunga phir,ABUSIVE 
teri behen ke boobs pe Amul doodh daal ke piyunga,ABUSIVE 
tere baap ke gaand mein bulldozer ghusa ke metro line bana dunga,ABUSIVE 
teri maa ki chut mein Holi ka pichkari ghusa ke rang barsa dunga,ABUSIVE 
tere baap ko kutta bana ke uski shaadi teri behen se karwa ke divorce dilwa dunga,ABUSIVE 
teri behen ko sadak pe nanga karke YouTube channel bana dunga,ABUSIVE 
tere baap ka lund kaat ke usse selfie stick bana dunga phir,ABUSIVE 
teri maa ke saath Kerala mein honeymoon kar ke usko pregnant kar dunga,ABUSIVE 
tere baap ke balls kaat ke bouncy ball bana dunga phir,ABUSIVE 
teri behen ki gaand mein rocket daal ke Mars mission karwa dunga,ABUSIVE 
tere pure khandan ko brothel ka chain kholne ka license de dunga,ABUSIVE 
teri maa ke muh mein lund daal ke Happy Birthday gaunga phir,ABUSIVE 
tere baap ko napunsak bana ke Fair & Lovely ka ad shoot karwa dunga,ABUSIVE 
teri behen ke saath Oyo mein 48 ghante non-stop pelunga,ABUSIVE 
tere baap ka lund kaat ke usse USB-C cable bana dunga phir,ABUSIVE 
teri maa ki chut mein Diwali ka fountain jala dunga,ABUSIVE 
tere baap ke gaand mein Statue of Unity ghusa ke tourism badha dunga,ABUSIVE 
teri behen ko nanga karke Rashtrapati Bhavan ke bahar protest karwa dunga,ABUSIVE 
tere baap ka lund kaat ke usse straw bana dunga phir,ABUSIVE 
teri maa ko burkha utarwa ke Miss World banwa dunga,ABUSIVE 
tere baap ko hijra bana ke baraat ka main dancer bana dunga,ABUSIVE 
teri behen ki chut mein bulldozer ghusa ke expressway bana dunga,ABUSIVE 
tere baap ke balls kaat ke stress ball bana dunga phir,ABUSIVE 
teri maa ko nanga karke TikTok pe viral kar dunga,ABUSIVE 
tere baap ka lund kaat ke usse keyring bana dunga phir,ABUSIVE 
teri behen ke boobs pe Swastik tattoo karwa dunga,ABUSIVE 
tere baap ke gaand mein Taj Mahal ghusa dunga,ABUSIVE 
teri maa ki chut mein Ganga jal daal ke paap dho dunga phir,ABUSIVE 
tere baap ko kutta bana ke uski leash teri maa ke haath mein dunga,ABUSIVE 
teri behen ko Kamathipura ka CEO bana dunga phir,ABUSIVE 
tere baap ka lund kaat ke usse bookmark bana dunga phir,ABUSIVE 
teri maa ke saath suhaagraat mana ke usko pregnant kar dunga phir,ABUSIVE 
tere baap ke sar kaat ke usse football bana dunga,ABUSIVE 
teri behen ki gaand mein rocket daal ke SpaceX join karwa dunga,ABUSIVE 
tere pure parivaar ko randi khane ka manager bana dunga,ABUSIVE 
teri maa ke boobs kaat ke squash ball bana dunga,ABUSIVE 
tere baap ka lund kaat ke usse toothpick bana dunga phir,ABUSIVE 
teri behen ko nanga karke India Gate pe selfie point bana dunga,ABUSIVE 
tere baap ke gaand mein Burj Khalifa ghusa dunga phir,ABUSIVE 
teri maa ki chut mein firecracker daal ke Happy Diwali bol dunga,ABUSIVE 
"lol PEWDIEPIE accidentally played song with words nig%%r during his stream, u can watch that part on my channel, i've just uploaded. Like so more ppl could see this",ABUSIVE 
Evan was being such a dick on this vlog,ABUSIVE 
Not a hater but fuck you,ABUSIVE 
FUCK THIS DUDE AND HIS BROTHER.,ABUSIVE 
"No one fucking cares. You're a 12 year old. There comes a point where you're too old for the whole I'm so goofy and fun every second of every day schtick. Yeah you're impressing douchey 14 year olds who waste their lives on YouTube but to the real world you and your fucktard brother are nothing more than a pair of over privileged, white privileged toddlers. Grow the fuck up man. You think this will be your life forever. One day you're going to face the real world and realize you can't just jump around and scream your way to a real job. Or you can't hair flip your way out of an inevitable date rape charge.",ABUSIVE 
DAFUQ did  i just watch ;),ABUSIVE 
My balls are itchy.....,ABUSIVE 
what happen if Mavrick die,ABUSIVE 
"I am seeing so much idiocy and lack of self awareness in these comments. Let me hit you all with some knowledge: the N word is not okay to say because it has body counts and a huge amount of human suffering attached to it. The word goes back to slave owning days, same as the N word with no hard r. Black folks can say the word because it is theirs to reclaim. I'm a person of color and that word is not in my vocabulary. Why? Because I'm not black, and I'm aware of the oppression tied to this word. I'm also not a piss baby arguing why I should be able to use such a gross word because again, this word is not mine to reclaim. So yeah, it's fine when all these black rappers use the word because it's a part of their personal history. As a grown ass woman I am still in disbelief that people can't have a pinch of empathy for their fellow human beings. If you're not black, you are irrelevant in the conversation of whether you can say the n word. You can't, bottom line, and if you're still arguing your right to say it, well then I have news for you: you're a racist.",ABUSIVE 
You're telling me that you're not perfect and sometimes you fuck up? \nThat's wired..,ABUSIVE 
this isn't a bad thing... shit happens,ABUSIVE 
"THERE ARE PEOPLE SUFFERING FROM HURRICANES AND YET Y'ALLZ ARE WORRIED ABOUT SOME CRACKA WITH A POTTY MOUTH???\n\nSincerely, your friendly neighborhood Beaner.",ABUSIVE 
Sh*t happens carry on,ABUSIVE 
Dude it's just a word. Maybe ppl shouldn't be getting so butt hurt to be honest.,ABUSIVE 
PUSSY,ABUSIVE 
smd,ABUSIVE 
*AND THEY DON'T STOP COMIN AND THEY DON'T STOP COMMIN AND THEY DON'T STOP COMMIN AMD THEY DON'T STOP COMM-*,ABUSIVE 
Rear looks shyt though,ABUSIVE 
Wa da fuq?,ABUSIVE 
gay emoji movie porn #YIAYfetish,ABUSIVE 
idiot,ABUSIVE 
Who the fuck pays $1000 for an iPhone?,ABUSIVE 
#YIAYfetish  alexander hamilton,ABUSIVE 
fucking pewd make this guy famous,ABUSIVE 
Anyone wondering how James's sex life is?,ABUSIVE 
Belly sex.,ABUSIVE 
Would be much better without all that sexual garbage.,ABUSIVE 
"Paul Ryan has not yet come to terms with the fact that Ayn Rand is power pornography for teenage boys at a certain stage of aching virginity -- and normal kids get over it.\n \nA lot of people throughout RepublicanLand have variations on the same problem.  They really believe a scientifically incorrect notion, that human beings are independent of one another.  It may feel like that for the lonely teenager, but it's never, ever, true.  \n \nFrom that falsehood, they then build up moralities, generally ugly, histories, false, and a subset of both: self-serving aims or purpose.\n\nThis high-minded purpose gives us a HUD Secretary who is opposed to the Department of HUD, a Secretary of Health (named Price!) who believes that all medicine should be commercial.  You've got a guy over at Environmental Protection who is on the side of the folks continuing to dig the hole deeper.  All with the highest moralities he's been able to find anywhere! \n \nThe good Doctor Carson is really, really, one of the gang.\n\n-dlj.",ABUSIVE 
f....cking lefties always talking sh......,ABUSIVE 
Tha fuq?,ABUSIVE 
stupid face id. so what is you are a twin. should have stuck with touch id for security,ABUSIVE 
"Look at all these poor Shitsung folks in the comments...Â Putting personal preference aside, no matter how you slice it, Apple will come out with the new best-selling phone on the market, again. It will be the fastest phone on the market, again. It will have the most used features, largest and most well-developed App Store, and highest adoption rate of hardware & software out of every single phone on the planet. People will be willing to pay for these devices for years to come, and it all comes from the (non-arguably) brilliant marketing tactics that Apple has been following for years. In the end, none of the debate matters when it's Tim Cook who will be sitting on top of his massive cash pile with the first TRILLION DOLLAR-VALUED company in the world. Can't argue with facts people. BUT, I'm sure you'll find a way!",ABUSIVE 
brb* going to whore myself for this phone,ABUSIVE 
Does it come up with preloaded 4k porn??,ABUSIVE 
hahhaha you fool...ass hole ...there is nothing new,ABUSIVE 
Does this thing know how to suck a dick?,ABUSIVE 
Teach Cora how to suck decks from now,ABUSIVE 
Say- I gotta case of the swamp ass and it itches bad!,ABUSIVE 
Powers to suck you dry xD,ABUSIVE 
suck you dry ðŸ˜‚ðŸ˜‚,ABUSIVE 
Honest college tour on your right you'll see the place where everyone submits there fake rape accusations slips and and the left you'll see see a bunch of fat disgusting useless borderline retarded sjw's oh god run I'm a straight white male that just looked at them I can already hear them typing typing im a neo nazi fascist+rapist looks straight ahead and now you can see Antica members destroying trash cans because they wasted there time in gender studies now leave me with your children so I can destroy there minds with ridiculous thoughts and then basically tell the white ones to become slaves I would say something about straight people but I'm too afraid that even men...... oh shit yep I just got stabbed and beaten with a bike lock \n\nThank you for reading the proper script for this skit,ABUSIVE 
Omg this is fucking hilarious.,ABUSIVE 
Apoorva mms??😂😂,ABUSIVE 
 Guu khale Mera 1 kilo,ABUSIVE 
Raaaaaaaaand😂🤮,ABUSIVE 
Rabel meri ma or meri maki chuuu# ??,ABUSIVE 
These are just the properties youtube give the youtubers abuse them like these ones ??????,ABUSIVE 
Laudi,ABUSIVE 
Mujhe pata laga Tera baap actually ma tera uncle hai is it true,ABUSIVE 
Rand for a reason ????????,ABUSIVE 
RANDII,ABUSIVE 
Dono rnd ?😭,ABUSIVE 
Tuzya aiichi puchhi rande,ABUSIVE 
Tumhara face dekhne layak nahi hai.,CYBERBULLYING 
Tujhe sharam nahi aati?,CYBERBULLYING 
Teri aukaat kya hai samjhta hai?,CYBERBULLYING 
Bakwas band kar.,CYBERBULLYING 
Itna irritating koi kaise ho sakta hai?,CYBERBULLYING 
"Bas kar nautanki, dimag kharab kar diya.",CYBERBULLYING 
You're such a loser yaar.,CYBERBULLYING 
Tumhara face dekhne layak nahi hai.,CYBERBULLYING 
You look so ugly.,CYBERBULLYING 
Tujhe sharam nahi aati?,CYBERBULLYING 
You are such a loser.,CYBERBULLYING 
Tum kuch bhi sahi nahi kar sakte.,CYBERBULLYING 
Nobody likes you.,CYBERBULLYING 
Tum bilkul useless ho.,CYBERBULLYING 
You are a waste of space.,CYBERBULLYING 
Tumhara dimaag kharaab hai.,CYBERBULLYING 
You are so annoying.,CYBERBULLYING 
Tum hamesha galti karte ho.,CYBERBULLYING 
Everyone laughs at you.,CYBERBULLYING 
Tum boring ho.,CYBERBULLYING 
You are pathetic.,CYBERBULLYING 
Tumhe kuch bhi nahi aata.,CYBERBULLYING 
You are dumb.,CYBERBULLYING 
Tum bas drama karte rehte ho.,CYBERBULLYING 
Nobody takes you seriously.,CYBERBULLYING 
Tumhara style bakwaas hai.,CYBERBULLYING 
You look ridiculous.,CYBERBULLYING 
Tum fail ho.,CYBERBULLYING 
You are embarrassing.,CYBERBULLYING 
Tumhe chup rehna chahiye.,CYBERBULLYING 
Nobody asked for your opinion.,CYBERBULLYING 
Tumhara confidence fake hai.,CYBERBULLYING 
You are a joke.,CYBERBULLYING 
Tum kabhi successful nahi honge.,CYBERBULLYING 
You will never achieve anything.,CYBERBULLYING 
Tum sirf time waste ho.,CYBERBULLYING 
You are a disappointment.,CYBERBULLYING 
Tum apni limit mein raho.,CYBERBULLYING 
You don?? belong here.,CYBERBULLYING 
Tum sabse worst ho.,CYBERBULLYING 
You are trash.,CYBERBULLYING 
Tumhara attitude ghatiya hai.,CYBERBULLYING 
You are unbearable.,CYBERBULLYING 
Tum hamesha victim bante ho.,CYBERBULLYING 
Nobody cares about you.,CYBERBULLYING 
Tum fake ho.,CYBERBULLYING 
You are insecure.,CYBERBULLYING 
Tum sirf attention chahte ho.,CYBERBULLYING 
You are desperate.,CYBERBULLYING 
Tumhara voice irritating hai.,CYBERBULLYING 
You sound stupid.,CYBERBULLYING 
Tumhe koi seriously nahi leta.,CYBERBULLYING 
No one respects you.,CYBERBULLYING 
Tum bilkul talentless ho.,CYBERBULLYING 
You have no skills.,CYBERBULLYING 
Tum bas complain karte rehte ho.,CYBERBULLYING 
You are negative.,CYBERBULLYING 
Tumhara existence pointless hai.,CYBERBULLYING 
You are nothing.,CYBERBULLYING 
Tum hamesha peeche rahoge.,CYBERBULLYING 
You will always fail.,CYBERBULLYING 
Tumhe log sirf tolerate karte hain.,CYBERBULLYING 
People don?? like you.,CYBERBULLYING 
Tum boring personality ho.,CYBERBULLYING 
You are dull.,CYBERBULLYING 
Tum sabka mood kharaab kar dete ho.,CYBERBULLYING 
You ruin everything.,CYBERBULLYING 
Tumhe dekh ke cringe aata hai.,CYBERBULLYING 
You are cringe.,CYBERBULLYING 
Tum bas show off karte ho.,CYBERBULLYING 
You are fake.,CYBERBULLYING 
Tumhara humour bakwaas hai.,CYBERBULLYING 
You are not funny.,CYBERBULLYING 
Tum bilkul childish ho.,CYBERBULLYING 
You act like a kid.,CYBERBULLYING 
Tumhara fashion sense zero hai.,CYBERBULLYING 
You dress terribly.,CYBERBULLYING 
Tumhe kuch seekhna chahiye.,CYBERBULLYING 
You are clueless.,CYBERBULLYING 
Tum sirf excuse banate ho.,CYBERBULLYING 
You are lazy.,CYBERBULLYING 
Tumhara brain slow hai.,CYBERBULLYING 
You think too slowly.,CYBERBULLYING 
Tum hamesha galat hote ho.,CYBERBULLYING 
You are always wrong.,CYBERBULLYING 
Tum sirf burden ho.,CYBERBULLYING 
You are a burden.,CYBERBULLYING 
Tumhara attitude disgusting hai.,CYBERBULLYING 
You are gross.,CYBERBULLYING 
Tum kabhi grow nahi karoge.,CYBERBULLYING 
You will never improve.,CYBERBULLYING 
Tum bas copy karte ho.,CYBERBULLYING 
You have no originality.,CYBERBULLYING 
Tumhara mindset cheap hai.,CYBERBULLYING 
You think small.🤮,CYBERBULLYING 
Tum hamesha jealous rehte ho.,CYBERBULLYING 
You are jealous.,CYBERBULLYING 
Tum khud se khush nahi ho.,CYBERBULLYING 
You hate yourself.,CYBERBULLYING 
Tum sirf bakwaas bolte ho.,CYBERBULLYING 
You talk nonsense.,CYBERBULLYING 
Tumhara presence awkward hai.,CYBERBULLYING 
You make things awkward.,CYBERBULLYING 
Tumhe koi miss nahi karega.,CYBERBULLYING 
No one will miss you.,CYBERBULLYING 
Tum bilkul worthless ho.,CYBERBULLYING 
You are worthless.,CYBERBULLYING 
Tum hamesha rona rote ho.,CYBERBULLYING 
You always complain.,CYBERBULLYING 
Tumhe koi support nahi karega.,CYBERBULLYING 
Nobody supports you.,CYBERBULLYING 
Tum sirf sympathy chahte ho.,CYBERBULLYING 
You want attention.,CYBERBULLYING 
Tumhara confidence fake lagta hai.,CYBERBULLYING 
You pretend to be confident.,CYBERBULLYING 
Tumhara attitude toxic hai.,CYBERBULLYING 
You are toxic.,CYBERBULLYING 
Tum sirf problems create karte ho.,CYBERBULLYING 
You cause trouble.,CYBERBULLYING 
Tumhara future dark hai.,CYBERBULLYING 
You have no future.,CYBERBULLYING 
Tum kabhi serious nahi ho.,CYBERBULLYING 
You are irresponsible.,CYBERBULLYING 
Tum bas excuses dete ho.,CYBERBULLYING 
You avoid responsibility.,CYBERBULLYING 
Tumhara behaviour childish hai.,CYBERBULLYING 
You are immature.,CYBERBULLYING 
Tum kabhi improve nahi karte.,CYBERBULLYING 
You never learn.,CYBERBULLYING 
Tumhara style outdated hai.,CYBERBULLYING 
You look outdated.,CYBERBULLYING 
Tum sirf negativity failate ho.,CYBERBULLYING 
You spread negativity.,CYBERBULLYING 
Tum sabse annoying ho.,CYBERBULLYING 
You are the worst.,CYBERBULLYING 
Tumhara existence annoying hai.,CYBERBULLYING 
You annoy everyone.,CYBERBULLYING 
Tumhe koi pasand nahi karta.,CYBERBULLYING 
No one likes you.,CYBERBULLYING 
Tum bas background noise ho.,CYBERBULLYING 
You don?? matter.,CYBERBULLYING 
Tumhara opinion useless hai.,CYBERBULLYING 
Your opinion is useless.,CYBERBULLYING 
Tum hamesha overreact karte ho.,CYBERBULLYING 
You overreact.,CYBERBULLYING 
Tumhara mindset weak hai.,CYBERBULLYING 
You are weak minded.,CYBERBULLYING 
Tum kabhi leader nahi banoge.,CYBERBULLYING 
You will never lead.,CYBERBULLYING 
Tum sirf follower ho.,CYBERBULLYING 
You just follow others.,CYBERBULLYING 
Tumhara confidence zero hai.,CYBERBULLYING 
You lack confidence.,CYBERBULLYING 
Tum bas complain karna jaante ho.,CYBERBULLYING 
You only complain.,CYBERBULLYING 
Tumhara face boring hai.,CYBERBULLYING 
You look boring.,CYBERBULLYING 
Tumhe log avoid karte hain.,CYBERBULLYING 
People avoid you.,CYBERBULLYING 
Tumhara attitude irritating hai.,CYBERBULLYING 
You irritate people.,CYBERBULLYING 
Tum bas waste of time ho.,CYBERBULLYING 
You waste time.,CYBERBULLYING 
Tumhara talent zero hai.,CYBERBULLYING 
You have no talent.,CYBERBULLYING 
Tum kabhi shine nahi karoge.,CYBERBULLYING 
You will never shine.,CYBERBULLYING 
Tum hamesha jealous feel karte ho.,CYBERBULLYING 
You envy others.,CYBERBULLYING 
Tumhara mindset cheap hai.,CYBERBULLYING 
You think cheap.,CYBERBULLYING 
Tum bas negativity ho.,CYBERBULLYING 
You are negativity.,CYBERBULLYING 
Tumhara confidence sirf dikhawa hai.,CYBERBULLYING 
You are pretending.,CYBERBULLYING 
Tumhara behaviour embarrassing hai.,CYBERBULLYING 
You embarrass yourself.,CYBERBULLYING 
Tum kabhi serious nahi le jaoge.,CYBERBULLYING 
No one will take you seriously.,CYBERBULLYING 
Tum hamesha peeche rahoge.,CYBERBULLYING 
You will stay behind.,CYBERBULLYING 
Tum khud ko bahut zyada smart samajhte ho.,CYBERBULLYING 
You try too hard to look cool.,CYBERBULLYING 
Tumhara attitude bilkul fake lagta hai.,CYBERBULLYING 
You pretend to be something you??e not.,CYBERBULLYING 
Tum bas hawa mein baatein karte ho.,CYBERBULLYING 
You never back up your words.,CYBERBULLYING 
Tum hamesha attention ke peeche bhaagte ho.,CYBERBULLYING 
You just want people to notice you.,CYBERBULLYING 
Tumhara behaviour awkward hai.,CYBERBULLYING 
You make everyone uncomfortable.,CYBERBULLYING 
Tum apni limits nahi jaante.,CYBERBULLYING 
You don?? know your place.,CYBERBULLYING 
Tum hamesha overconfident rehte ho.,CYBERBULLYING 
You are way too full of yourself.,CYBERBULLYING 
Tumhara sense of humor weak hai.,CYBERBULLYING 
You are not entertaining at all.,CYBERBULLYING 
Tum sirf baatein banana jaante ho.,CYBERBULLYING 
You don?? do anything useful.,CYBERBULLYING 
Tumhara style forced lagta hai.,CYBERBULLYING 
You try to copy others.,CYBERBULLYING 
Tum apni life se khud bored ho.,CYBERBULLYING 
You look unhappy with yourself.,CYBERBULLYING 
Tum hamesha jealous feel karte ho.,CYBERBULLYING 
You can?? handle others??success.,CYBERBULLYING 
Tumhara mindset chhota hai.,CYBERBULLYING 
You think very small.,CYBERBULLYING 
Tum bas show ke liye jeete ho.,CYBERBULLYING 
You live for validation.,CYBERBULLYING 
Tumhara confidence hollow hai.,CYBERBULLYING 
You are empty inside.,CYBERBULLYING 
Tum hamesha comparison karte ho.,CYBERBULLYING 
You can?? be original.,CYBERBULLYING 
Tum sirf baaki logon ki burai karte ho.,CYBERBULLYING 
You talk bad about everyone.,CYBERBULLYING 
Tumhara behaviour annoying hai.,CYBERBULLYING 
You irritate people easily.,CYBERBULLYING 
Tum apni galti kabhi accept nahi karte.,CYBERBULLYING 
You always blame others.,CYBERBULLYING 
Tumhara attitude childish hai.,CYBERBULLYING 
You behave like a child.,CYBERBULLYING 
Tum bas complain karte rehte ho.,CYBERBULLYING 
You never appreciate anything.,CYBERBULLYING 
Tumhara presence boring hai.,CYBERBULLYING 
You add no value.,CYBERBULLYING 
Tum sirf negativity spread karte ho.,CYBERBULLYING 
You poison the mood.,CYBERBULLYING 
Tum khud se hi insecure ho.,CYBERBULLYING 
You lack self-respect.,CYBERBULLYING 
Tum hamesha drama create karte ho.,CYBERBULLYING 
You love causing scenes.,CYBERBULLYING 
Tum apne aap ko hero samajhte ho.,CYBERBULLYING 
You are delusional.,CYBERBULLYING 
Tum sirf baatein kar sakte ho.,CYBERBULLYING 
You can?? prove anything.,CYBERBULLYING 
Tumhara attitude irritating hai.,CYBERBULLYING 
You test everyone?? patience.,CYBERBULLYING 
Tum hamesha late samajhte ho.,CYBERBULLYING 
You are slow to understand.,CYBERBULLYING 
Tumhara logic weak hai.,CYBERBULLYING 
You make no sense.,CYBERBULLYING 
Tum apni life waste kar rahe ho.,CYBERBULLYING 
You are wasting your time.,CYBERBULLYING 
Tum hamesha fake smile karte ho.,CYBERBULLYING 
You hide behind masks.,CYBERBULLYING 
